dataset_doi	dataset_version	file_id	filename	bytes	dataverse_md5	download_sha256
10.7910/DVN/SZOD5E	1.0	11645415	voldenwaiwiseman_senate_perspectives_results.log	147543	ba0edf009105e346477d925a0aad9e14	9dedf0e24fe7c0c50aac895925cb4cadcf11767f5c9d0c5739da9d052f6c66b4
10.7910/DVN/SZOD5E	1.0	11645416	voldenwaiwiseman_house_perspectives_results.log	153262	b25ac885a97a73cf67e91c004fa740fd	c2fc20b9932b5318dd6f72cf2f6f09fa069e942fe19804031f4c1fcb28bc3df2
10.7910/DVN/SZOD5E	1.0	11645418	voldenwaiwiseman_house_perspectives_replication_final.tab	3062256	71d272d58b603b66339285c1767146b6	02a66d8ebf16a47d1c41618b91ab8d4e92e52b2e3a9419a8c4ac3d4024fe71be
10.7910/DVN/SZOD5E	1.0	11645419	voldenwaiwiseman_house_perspectives_replication_2025.do	12869	1c6b8c276d502026be6170217dc8beed	f1b2eb1fc36609ea3da2aa1af85b7aca3e3ae3a4a08c71b9ef6f57e19b979ee7
10.7910/DVN/SZOD5E	1.0	11645420	voldenwaiwiseman_senate_perspectives_replication_2025.do	12095	03fc891b872007bffa68fe9f1481aeba	c96077ffe0269b665e1feded5652ec9a226757daea98972e19ecc7023582b987
10.7910/DVN/SZOD5E	1.0	11645421	voldenwaiwiseman_senate_perspectives_replication_final.tab	681146	cfb1a3918fcb951aa4e140b1e5697fb4	ff67c955c8ee58d73188e0415304fa33d2c1f8094b31590ebaf4c404d5c0d871
10.7910/DVN/SZOD5E	1.0	11645422	VoldenWaiWiseman_Perspectives_replication_read.me.pdf	388475	c4f99eae1a2046e99507bb479cf2fa07	82b96bade9913d512f1e873bdc6c86994cf279a4a59ffc8781a41141f94133a6
