title	requisitions
Principal Software Engineer, Prime Video & Studios CoreTech	1
Principal Software Engineer, Prime Video Commerce Tech	1
Principal Software Engineer, RBS - Tech	1
Principal TPM, AWS UX Design Team	1
Principal Technical Program Manager, Alexa Connected Devices	1
Principal Technical Program Manager, Region Flexibility & Efficiency	1
Principal, Customer Solutions Manager, RDS Service Team	1
Principal, Senior Principal and Distinguished Engineer, AWS Agentic AI	1
Principal, Senior Principal and Distinguished Engineer, AWS Database Services	1
Principal, Senior, Distinguished Engineer, AWS Applied AI Solutions	1
Product Development Engineer, Annapurna Labs Silicon Operations	1
Programmer/Analyst II, TFS Accounting Insights	1
QAE II, Amazon Payments	1
Quality Assurance Engineer, Amazon Search Relevance Measurement	1
Robot Embedded Senior Software Engineer	1
Robotics - Embedded Software Development Engineer	1
Robotics - Software Development Engineer Fall Intern/Co-op - 2026	1
Robotics - Software Development Engineer Intern - 2026 - Toronto	1
Robotics SDE, Safe Autonomy, Compass	1
Robotics SDE, Safe Autonomy, SAF Lab	1
Robotics Software Engineer, Amazon Robotics R&D	1
Robotics Vision SW Engineer, Velocity	1
Runtime/Driver Software Development Engineer, Neuron Runtime	1
SAP UI Developer, Amazon Leo	1
SDE	1
SDE - CPLD / FPGA	1
SDE - Embedded Linux, Amazon Leo	1
SDE - Embedded Networking, Amazon Leo	1
SDE - II, Search Product Grouping And Discovery Team	1
SDE 2, Amazon S3, Amazon S3	1
SDE 2, FMA - Featured Merchant Algorithm	1
SDE I - Temp, Amazon	1
SDE II (Level 5), GT Foundation	1
SDE II , EC2 Instance Networking, EC2 Instance Networking	1
SDE II , Stores TA	1
SDE II - Amazon Legal Tech, Legal Tech	1
SDE II - Backend, Cross Border Shopping Experience	1
SDE II - Financial Risk Mitigation, Payment Instrument Trust	1
SDE II - Financial Risk Mitigation, Reserve Auditing and Disbursement	1
SDE II - Multimedia, Hardware Compute Group	1
SDE II EC2 Nitro, EC2 Nitro	1
SDE II, Amazon Fulfilment Tech, Amazon Fulfilment - Inventory Team	1
SDE II, Campaign and Creative	1
SDE II, Global Trade (Level 5), Global Trade Foundations	1
SDE II, Homepage & NavX	1
SDE II, Life Sciences Applied AI	1
SDE II, ML Infra Services, Annapurna Labs	1
SDE II, Neuron Infra Services	1
SDE II, ShipTech/Visibility	1
SDE III, AWS Field Experience	1
SDE III, WW Speed & AI Tech, Same Day Delivery - LLM & Agentic workflows	1
SDE, Alexa For Shopping	1
SDE, Neuron Inference, Neuron Inference	1
SDE, Responsible AI	1
SDE- MES, Amazon Leo, Manufacturing Execution Systems	1
SDE-II, AI Core Infra - AI Analytics and Insights	1
SDE-II, Healthcare AI	1
SDE-II, Supply Chain Optimization Techonologies - Fulfillment Optimization	1
SDE-T , Ring/Blink CS Technology Enablement	1
SDE2	1
SDE2 - Just Walk Out , Just Walk Out	1
SDE2, Amazon	1
SDEII - Threat Intel Systems, ACTI Engineering	1
SDET - Audio, SSG	1
SDET-II, Amazon Smart Vehicles	1
SDM, ML Data Infra, Amazon Traffic Engineering	1
SDM-III, Selling Partner Services Tech	1
SENIOR SOFTWARE DEVELOPMENT ENGINEER, Infra Supply Chain Automation	1
SOFTWARE DEVELOPMENT MANAGER, Software Development	1
SSD Mfg NPI Product Engineer, Nitro SSD	1
SW Development Engineer, AWS Elastic Network Adapter Firmware team, ENA	1
SW Engineer - Virtual Platforms	1
Salesforce Developer I, Sales and Partner Enablement	1
Salesforce Developer II, Sales and Partner Enablement	1
Salesforce Developer and Admin, ISS	1
Security Software Dev Engineer II, AWS Security Corporate Response	1
Senior AI SoC Modeling Engineer, Annapurna Labs Machine Learning Accelerators, AWS	1
Senior ASIC Design Infrastructure & Methodologies engineer, MLA-MI - Annapurna Labs	1
Senior Applied Scientist, Personalization	1
Senior Architecture Modeling Engineer, AWS Machine Learning Accelerators	1
Senior Audio Software Development Engineer, Silicon and Systems Group	1
Senior DFT Engineer	1
Senior Data Engineer — Amazon Web Service, ProServe Analytics and Intelligence	1
Senior Database Engineer, Aurora and Open Source	1
Senior Database Engineer, RDS/Aurora MySQL	1
Senior Delivery Consultant (DevOps), Professional Services, UK NatSec, WWPS	1
Senior Delivery Consultant: Agentic Software Engineer, AWS Professional Services	1
Senior Drone Software Dev Engineer, Ring Robotics Platform Engineering	1
Senior Embedded Robotics SDE, Compass	1
Senior Embedded Software Developer, RTI,Amazon Leo	1
Senior Embedded Software Development Engineer - Sensor & Compute, Amazon Robotics	1
Senior Embedded Software Engineer	1
Senior Embedded Software Engineer, Amazon Leo	1
Senior Embedded Software Engineer, Applied Automation Controls/Embedded Software	1
Senior Embedded Software Engineer, Emerging Devices Software	1
Senior Engineering Manager, Strands, AWS Velocity Labs	1
Senior Firmware Engineer, Industrial Robotics Group	1
Senior Forward Deployed Engineering Manager, AWS Forward Deployed Engineering	1
Senior Inference Engineer, AGI	1
Senior Kernel/Hypervisor Engineer, EC2 Core Compute	1
Senior ML Kernel Performance Engineer	1
Senior ML Performance Engineer, Annapurna Labs	1
Senior MLE, CreativeFlux, AI Studios	1
Senior Machine Learning Engineer, Alexa-Conv A Modeling&Learning	1
Senior Machine Learning Engineer, Neuro-Symbolic AI Labs	1
Senior Manager, Ads Data Systems, Measurement Infrastructure	1
Senior Manager, EC2 Nitro, EC2 Nitro	1
Senior Manager, Forward Deployed Engineering, AWS Forward Deployed Engineering, US Government	1
Senior Manager, Software Dev, Amazon Software Builder Experience / Software Foundations & Management	1
Senior Manager, Software Development - Agentic WorkSpaces Applications , Amazon Agentic WorkSpaces	1
Senior Manager, Software Development, AWS Infra Supply Chain Automation	1
Senior Manager, Software Development, Ads Performance Measurement	1
Senior Manager, Software Development, Aurora DSQL	1
Senior Manager, Software Development, CMT	1
Senior Manager, Software Development, WorkSpaces for AI Agents, Applied AI Solutions	1
Senior Robotics SDE III, Amazon Robotics - Vulcan	1
Senior Robotics SDE, Safe Autonomy, Compass	1
Senior Robotics SW Engineer , Velocity	1
Senior SDE, AWS Invoicing	1
Senior SDE, AWS SageMaker Data Preparation	1
Senior SDE, Amazon Tax	1
Senior SDE, Luna Gen AI	1
Senior SDE, OMHS SCS	1
Senior SDE, OpenSearch, AWS OpenSearch	1
Senior SDE, S3 Request Processing	1
Senior SDE- Kernel Engineer, SSG	1
Senior SW Engineer (Robotics), Velocity	1
Senior Satellite RF Test SW Dev Engineer, Amazon Leo	1
Senior SoC Systems Software Engineer, Annapurna Labs Machine Learning Accelerators, AWS	1
Senior Software Dev Engineer (SDE-III), Amazon Business	1
Senior Software Dev Engineer (UM), Bespoke Solutions	1
Senior Software Dev Engineer , AWS Elastic Container Service	1
Senior Software Dev Engineer , AWS Transform	1
Senior Software Dev Engineer , Device Engagament Metrics	1
Senior Software Dev Engineer, AWS Core Network	1
Senior Software Dev Engineer, Amazon Aurora DSQL	1
Senior Software Dev Engineer, Amazon Leo CT SW Team	1
Senior Software Dev Engineer, Amazon Neptune	1
Senior Software Dev Engineer, EC2 Nitro, EC2 Nitro	1
Senior Software Dev Engineer, EC2 Spot	1
Senior Software Dev Engineer, Enrollment Experience - Benefits Experience & Technology (BXT)	1
Senior Software Dev Engineer, SDN, Amazon LEO	1
Senior Software Developer - Amazon Robotics , Autonomous Mobility	1
Senior Software Development Engineer (AWS ML), Machine Learning Israel (MLIL) — FLOW sub-team (Fleet Lifecycle & Operational Workflows)	1
Senior Software Development Engineer (Payload SW), STAR (System Test Automation and Regression)	1
Senior Software Development Engineer , P&S Engineering Services	1
Senior Software Development Engineer , Stores Foundational AI - Rufus	1
Senior Software Development Engineer - AWS Agentic WorkSpaces, EUC Streaming Foundation	1
Senior Software Development Engineer - AWS, Amazon Dedicated Cloud (ADC) Networking	1
Senior Software Development Engineer - Release Engineering, Network Product Development	1
Senior Software Development Engineer - Security Automation, AWS Security OpRes	1
Senior Software Development Engineer III, Finance Technology	1
Senior Software Development Engineer, AI Acceleration, Amazon Luna	1
Senior Software Development Engineer, AI/ML, AWS Neuron, Model Inference	1
Senior Software Development Engineer, AWS Agentic AI	1
Senior Software Development Engineer, AWS Analytics Engineering	1
Senior Software Development Engineer, AWS AppSync	1
Senior Software Development Engineer, AWS CloudFront	1
Senior Software Development Engineer, AWS CloudWatch	1
Senior Software Development Engineer, AWS Compliance & Security Assurance	1
Senior Software Development Engineer, AWS Config	1
Senior Software Development Engineer, AWS Data Center Bridge	1
Senior Software Development Engineer, AWS EC2 Hyperplane	1
Senior Software Development Engineer, AWS EC2 Nitro Team	1
Senior Software Development Engineer, AWS ElastiCache	1
Senior Software Development Engineer, AWS ElastiCache, ElastiCache	1
Senior Software Development Engineer, AWS Fintech	1
Senior Software Development Engineer, AWS IAM Data Plane, AWS Identity & Access Management - Data Plane	1
Senior Software Development Engineer, AWS Identity and Access Management	1
Senior Software Development Engineer, AWS Infra Supply Chain Automation	1
Senior Software Development Engineer, AWS Infrastructure Supply Chain	1
Senior Software Development Engineer, AWS Infrastructure Supply Chain Automation	1
Senior Software Development Engineer, AWS Machine Learning Accelerators	1
Senior Software Development Engineer, AWS Mantle	1
Senior Software Development Engineer, AWS Professional Services - Products and Solutions	1
Senior Software Development Engineer, AWS RDS for SQL Server	1
Senior Software Development Engineer, AWS Resilience, Incident Prevention	1
Senior Software Development Engineer, AWS Security	1
Senior Software Development Engineer, AWS Transactional Services	1
Senior Software Development Engineer, Ads AI Core Infra	1
Senior Software Development Engineer, Ads Campaign Management	1
Senior Software Development Engineer, Ads Core Infra (ACI)	1
Senior Software Development Engineer, Agentic WorkSpaces	1
Senior Software Development Engineer, Amazon Connect Customer - Connectors & Mobile	1
Senior Software Development Engineer, Amazon Industrial Robotics	1
Senior Software Development Engineer, Amazon Leo - Developer Productivity, AI, Test and Simulation	1
Senior Software Development Engineer, Amazon MQ	1
Senior Software Development Engineer, Amazon Personalization - Customer 360	1
Senior Software Development Engineer, Audible Fintech	1
Senior Software Development Engineer, Aurora MySQL,Aurora PostgreSQL	1
Senior Software Development Engineer, Building Connectivity Service Automation	1
Senior Software Development Engineer, Creative Advertiser Experiences	1
Senior Software Development Engineer, DSO (Demand Science Optimization)	1
Senior Software Development Engineer, Data Center Builder Tools	1
Senior Software Development Engineer, Data Integration AI and Platform Excellence (APEX)	1
Senior Software Development Engineer, Developer Experience	1
Senior Software Development Engineer, EC2 Instance Networking	1
Senior Software Development Engineer, EC2 Trainium AI Infra	1
Senior Software Development Engineer, EC2 VPC	1
Senior Software Development Engineer, Elastic Block Storage, Server Durability Engine	1
Senior Software Development Engineer, Engagement Security	1
Senior Software Development Engineer, FSx for Lustre	1
Senior Software Development Engineer, Leo Security	1
Senior Software Development Engineer, Luna Gen AI	1
Senior Software Development Engineer, Marketing Technology	1
Senior Software Development Engineer, New Security Service	1
Senior Software Development Engineer, Omnichannel Grocery Advertising	1
Senior Software Development Engineer, OneMHS Software Controls and Science	1
Senior Software Development Engineer, PreStart Domain	1
Senior Software Development Engineer, Prime Video Offers Expansion	1
Senior Software Development Engineer, Prime Video Sports	1
Senior Software Development Engineer, S3 Storage Cells	1
Senior Software Development Engineer, Salesforce Success Central	1
Senior Software Development Engineer, Security Automation, Capabilities, Corporate Services Security (CPSS)	1
Senior Software Development Engineer, Silk Browser, Web Experiences	1
Senior Software Development Engineer, Sponsored Products and Brands	1
Senior Software Development Engineer, Under the Roof Labor Planning, UTR	1
Senior Software Development Engineer,NextGen Security, ZeroFriction	1
Senior Software Development Manager , Access Management Services	1
Senior Software Development Manager, Amazon Freight	1
Senior Software Development Manager, S3	1
Senior Software Eng, Amazon Robotics	1
Senior Software Eng, Amazon Robotics Manipulation	1
Senior Software Engineer - AI/ML, AWS Neuron Inference	1
Senior Software Engineer - Deployment Infrastructure, EBS Server Agility	1
Senior Software Engineer - Developer Infrastructure, AWS EBS, EBS Server Agility	1
Senior Software Engineer - Embedded Networking, Amazon Leo	1
Senior Software Engineer - Fauna Robotics Inc, Fauna Robotics	1
Senior Software Engineer - SoC DevOps, MLA-MI - Annapurna Labs	1
Senior Software Engineer, AWS Agentic AI	1
Senior Software Engineer, AWS Container Registry	1
Senior Software Engineer, AWS Elastic Block Store (EBS) Performance	1
Senior Software Engineer, AWS Metering	1
Senior Software Engineer, Amazon Foundational Security Services - Identity	1
Senior Software Engineer, Annapurna	1
Senior Software Engineer, AppSTAR COMPASS	1
Senior Software Engineer, Athena Engine Front End	1
Senior Software Engineer, Billing Data Services	1
Senior Software Engineer, Demand Forecasting & Guidance	1
Senior Software Engineer, EC2 Nitro	1
Senior Software Engineer, Frontier AI Organization	1
Senior Software Engineer, Graviton Software	1
Senior Software Engineer, IaC Provider Experience, AWS CloudFormation, IaC Provider Experience, AWS CloudFormation	1
Senior Software Engineer, Luna Omni	1
Senior Software Engineer, NetOS Fleet Health	1
Senior Software Engineer, Network Connectivity Services	1
Senior Software Engineer, Prime Air	1
Senior Software Engineer, SageMaker AI Studio	1
Senior Software Engineer- ML Network Stack, ML Network Stack - Annapurna Labs	1
Senior System Development Engineer, AWS EC2 Nitro Team	1
Senior System Development Engineer, Leo Bus & Flight Operations	1
Senior Technical Program Manager, Relay Central (TTS)	1
Senior Test Engineer, Nitro Embedded Firmware Validation, Annapurna , Nitro System	1
Senior UCIe PHY Expert, MLA Technology	1
Senior Verification Tech Lead, Graviton Team	1
Senior Video Compression Development Engineer, AWS Elemental, Elemental Video Engine	1
Senior Virtual Platform Software Engineer, Annapurna Labs Machine Learning Accelerators, AWS	1
Senior Wireless Embedded Software Developer, RTI Amazon Leo	1
Senior iOS Engineer, Twitch	1
Simulation & Rendering Engineer, Fauna	1
SoC Power Analysis and Optimization Engineer	1
SoC Systems Software Engineer, Annapurna Labs Machine Learning Accelerators, AWS	1
Software Automation Engineer	1
Software Dev Eng, Digital Twin, Amazon Leo	1
Software Dev Eng, Payload Phased Arrays, Amazon Leo, Antenna System Validation, Amazon Leo	1
Software Dev Engineer	1
Software Dev Engineer (DevOps), Amazon Prime Air	1
Software Dev Engineer (ED), Amazon Devices - Ring & Blink	1
Software Dev Engineer (ML)	1
Software Dev Engineer - AI Agents (Prioritária para Pessoas com Deficiencia), IES LATech	1
Software Dev Engineer - AWS Glacier	1
Software Dev Engineer - AWS Glacier, Cold Storage, Glacier Customer Experience	1
Software Dev Engineer - Big Data Processing, S3 - Data and Analytics	1
Software Dev Engineer - Embedded Development	1
Software Dev Engineer - Embedded Development (Linux), Amazon Linux	1
Software Dev Engineer - Embedded Development - Low Level, EC2 Live Migration	1
Software Dev Engineer - II , Live Events Advertising	1
Software Dev Engineer - Test, Ring & Blink Firmware	1
Software Dev Engineer 2	1
Software Dev Engineer Embedded Development	1
Software Dev Engineer I - Graviton Software, Annapurna Labs	1
Software Dev Engineer I, Graviton Software, Annapurna Labs	1
Software Dev Engineer I, L4 FTC, IESP Merchant Tech	1
Software Dev Engineer II , AWS Intent Driven Networking (AIDN)	1
Software Dev Engineer II , Finance Tech	1
Software Dev Engineer II , Last Mile Payments	1
Software Dev Engineer II , Selection Management - Subscribe & Save	1
Software Dev Engineer II, 1P Audio Video Measurement	1
Software Dev Engineer II, AMZ Foundational Security Services	1
Software Dev Engineer II, AWS Container Registry	1
Software Dev Engineer II, AWS Discounts	1
Software Dev Engineer II, AWS End User Messaging	1
Software Dev Engineer II, AWS EventBridge	1
Software Dev Engineer II, AWS Infrastructure Supply Chain	1
Software Dev Engineer II, AWS Networking (MONA)	1
Software Dev Engineer II, AWS Networking Reasoning Team	1
Software Dev Engineer II, AWS OpenSearch	1
Software Dev Engineer II, AWS STS	1
Software Dev Engineer II, AWS Security Incident Response	1
Software Dev Engineer II, Accounting Engineering	1
Software Dev Engineer II, Ads AI Core Infra	1
Software Dev Engineer II, Alexa Shopping	1
Software Dev Engineer II, Alexa Shopping-Core	1
Software Dev Engineer II, Alexa Smart Home	1
Software Dev Engineer II, Alexa for Shopping	1
Software Dev Engineer II, Amazon 1P Credito, Payments	1
Software Dev Engineer II, Amazon Catalog	1
Software Dev Engineer II, Amazon Financials Foundation Services (AFFS)	1
Software Dev Engineer II, Amazon Fuse	1
Software Dev Engineer II, Amazon Leo	1
Software Dev Engineer II, Amazon Leo Commerce	1
Software Dev Engineer II, Amazon Marketing Cloud	1
Software Dev Engineer II, Amazon Security	1
Software Dev Engineer II, Atlas Telemetry	1
Software Dev Engineer II, Aurora PostgreSQL Engine	1
Software Dev Engineer II, Aurora Storage	1
Software Dev Engineer II, Brazil Payments	1
Software Dev Engineer II, Cross Border Seller Programs	1
Software Dev Engineer II, Cross Border Tech	1
Software Dev Engineer II, Delivery Experience, Delivery Experience	1
Software Dev Engineer II, Denied Party Screening, Onboarding Tech	1
Software Dev Engineer II, EC2 ML Provisioning	1
Software Dev Engineer II, EC2 Nitro, EC2 Nitro	1
Software Dev Engineer II, ECR - Private	1
Software Dev Engineer II, ECS - Experience	1
Software Dev Engineer II, EU INTech Partner Growth Experience	1
Software Dev Engineer II, EU INTech Partner Growth Experience, EU INTech Partner Growth Experience	1
Software Dev Engineer II, Infra Supply Chain	1
Software Dev Engineer II, Infrastructure Supply Chain Automation	1
Software Dev Engineer II, Item and Offers Platform	1
Software Dev Engineer II, Kubernetes	1
Software Dev Engineer II, Long Term Planning and Forecasting	1
Software Dev Engineer II, Luna	1
Software Dev Engineer II, Network Load Balancer (NLB)	1
Software Dev Engineer II, Paragon	1
Software Dev Engineer II, Paragon Workbench	1
Software Dev Engineer II, Quick Commerce	1
Software Dev Engineer II, SCOT ROW AIM TECH	1
Software Dev Engineer II, SCOT-OSS, Simulation	1
Software Dev Engineer II, Secure Customer Content Storage and Analytics, AWS Applied AI Solution – Core Services	1
Software Dev Engineer II, Sort Tech	1
Software Dev Engineer II, Talent Development, Talent Development	1
Software Dev Engineer II, Technical Content Experience (TCX) Engineering	1
Software Dev Engineer II, UTR Tech	1
Software Dev Engineer II, UTR Tech, UTR Tech	1
Software Dev Engineer II, WW Stores FinTech	1
Software Dev Engineer III, AWS Catalog	1
Software Dev Engineer III, AWS Distributed SQL	1
Software Dev Engineer III, AWS Elastic Beanstalk	1
Software Dev Engineer III, Ads AI Core Infra	1
Software Dev Engineer III, Amazon Interactive Video Service (IVS)	1
Software Dev Engineer III, Data Nexus	1
Software Dev Engineer III, ICON	1
Software Dev Engineer III, Internet Edge Services - Outbound Traffic Controller	1
Software Dev Engineer III, Measurement and Data Science	1
Software Dev Engineer III, Prime Air	1
Software Dev Engineer Internship - Embedded Development (Linux)	1
Software Dev Engineer internship - Embedded Development	1
Software Dev Engineer, AFFS - ARS (Amortization Runtime Subledger)	1
Software Dev Engineer, AWS CX - Cloudscape	1
Software Dev Engineer, AWS Fintech	1
Software Dev Engineer, AWS Sustainability Tech	1
Software Dev Engineer, AWS WAF Bot Control and Fraud Prevention	1
Software Dev Engineer, Alameda	1
Software Dev Engineer, Amazon Aurora DSQL	1
Software Dev Engineer, Amazon CloudFront (Routing Dataplane)	1
Software Dev Engineer, Amazon Connect	1
Software Dev Engineer, Amazon Leo Customer Terminals	1
Software Dev Engineer, Antenna Calibration, Amazon Leo	1
Software Dev Engineer, Antenna System Validation	1
Software Dev Engineer, Antenna System Validation, Amazon Leo	1
Software Dev Engineer, CMT ASIN Importer	1
Software Dev Engineer, Career Choice	1
Software Dev Engineer, CloudFront (Routing Dataplane)	1
Software Dev Engineer, Command and Data Handling (CDH), Amazon LEO	1
Software Dev Engineer, Creative X	1
Software Dev Engineer, Device OS Connectivity	1
Software Dev Engineer, Firmware Builder Services	1
Software Dev Engineer, GuardDuty	1
Software Dev Engineer, IES LATECH & GIS	1
Software Dev Engineer, Items and Offers Platform, Relationship Inference and Correction	1
Software Dev Engineer, LATECH (Latin America/APAC)	1
Software Dev Engineer, Machine Learning Compilers	1
Software Dev Engineer, Machine Learning Compilers, Edge AI Compiler and Runtime Team	1
Software Dev Engineer, Nw Monitoring & Remediation	1
Software Dev Engineer, Paragon	1
Software Dev Engineer, PostgreSQL Contributors Team (PGCT)	1
Software Dev Engineer, Prime Video Personalization & Discovery	1
Software Dev Engineer, Profit Intelligence	1
Software Dev Engineer, Publisher Ad Server	1
Software Dev Engineer, Ring Core Product	1
Software Dev Engineer, S3 Request Plane	1
Software Dev Engineer, SIEGE	1
Software Dev Engineer, SSD Route Orchestration	1
Software Dev Engineer, Software Controller, CLOS Fabric Engineering, AWS	1
Software Dev Engineer, Supply Chain Security, AWS Hardware Supply Chain Security	1
Software Dev Manager , AWS Identity - IAM Control Plane	1
Software Dev Manager - AWS IAM, Control Plane	1
Software Dev Manager - AWS IAM, Control Plane - Propagation	1
Software Dev Manager III, AWS Clean Rooms	1
Software Dev Manager III, Amazon Payment Products - Gift Cards	1
Software Dev Manager III, Amazon Pharmacy	1
Software Dev Manager, Device Troubleshooting, Logs	1
Software Dev Manager, HST Health Foundation	1
Software Dev Manager, Search Relevance	1
Software Developer - Full Time, Amazon University, CDMX, Mexico	1
Software Developer - Kernel Engineer, SSG	1
Software Developer - Platform BSP Engineer, SSG	1
Software Developer Engineer II, IES LATECH & GIS	1
Software Developer Engineer, AWS Transform	1
Software Developer Engineer, IES LATECH	1
Software Developer Engineer, L7 Platform - AWS Load Balancing	1
Software Developer Engineer, L7 Tardigrade Sonar - AWS Load Balancing	1
Software Developer II, Cosmos	1
Software Developer, Amazon Robotics, Cosmos	1
Software Development Engineer (AWS ML), Machine Learning Israel (MLIL) — FLOW sub-team (Fleet Lifecycle & Operational Workflows)	1
Software Development Engineer (Elastic Kubernetes Service), EKS Scalability & Performance	1
Software Development Engineer (Embedded), AWS Platforms	1
Software Development Engineer (Fixed Term Contract), International FBA Tech	1
Software Development Engineer (L5), Perimeter Protection (Anti-DDoS), NFW	1
Software Development Engineer (SDE), SDN Controller, Amazon LEO	1
Software Development Engineer (SDE), SDN, Amazon LEO	1
Software Development Engineer (open-source)	1
Software Development Engineer , AFT-PES	1
Software Development Engineer , AWS CloudWatch	1
Software Development Engineer , AWS Kubernetes (K8s), AWS Kubernetes	1
Software Development Engineer , Abuse Prevention, Devices and Services Security	1
Software Development Engineer , Ads Nova	1
Software Development Engineer , Amazon Customer Service	1
Software Development Engineer , Amazon Leo Commerce, Amazon Leo Commerce	1
Software Development Engineer , Amazon University Talent Aquisition (AUTA)	1
Software Development Engineer , Annapurna Labs	1
Software Development Engineer , Annapurna ML	1
Software Development Engineer , Aurora PostgreSQL Team	1
Software Development Engineer , CADENCE Team	1
Software Development Engineer , Concessions Tech	1
Software Development Engineer , Enterprise Billing Experience	1
Software Development Engineer , Leo Commerce	1
Software Development Engineer , Leo Regulus	1
Software Development Engineer , OpenSearch AI Search Team	1
Software Development Engineer , Project Dawn	1
Software Development Engineer , Project Leo	1
Software Development Engineer , Software Defined Network Control Plane, Amazon LEO	1
Software Development Engineer - 2026 (US)	1
Software Development Engineer - AWS Cryptography	1
Software Development Engineer - AWS Identity & Access Management, AWS Identity	1
Software Development Engineer - Amazon Leo Network Services, LEO Pop DataPlane	1
Software Development Engineer - Amazon MSK, Managed Streaming for Kafka	1
Software Development Engineer - Amazon OpenSearch, OpenSearch Core and Serverless	1
Software Development Engineer - Amazon OpenSearch, VectorSearch, OpenSearch	1
Software Development Engineer - Amazon Robotics , Robotic Movement	1
Software Development Engineer - CV Test Infrastructure, Annapurna ML, CV Test Infrastructure	1
Software Development Engineer - Cybersecurity, SBS Core Engineering	1
Software Development Engineer - Developer Infrastructure, AWS EBS, EBS Server Agility	1
Software Development Engineer - Developer Infrastructure, AWS, EBS Server Agility	1
Software Development Engineer - Embedded, Flight Computer Software	1
Software Development Engineer - Gen AI, Connect (AI Agent)	1
Software Development Engineer - GenAI/ML, Amazon Selection and Catalog Systems (ASCS)	1
Software Development Engineer - II, Emerging Planning Solutions Tools	1
Software Development Engineer - II, FinTech - Machine Learning	1
Software Development Engineer - II, FinTech - TFAW	1
Software Development Engineer - II, Sales Technology, Amazon Advertising	1
Software Development Engineer - II, Verification Services-Fixed	1
Software Development Engineer - Kinesis Data Streams, Kinesis Data Streams	1
Software Development Engineer - Military Veterans	1
Software Development Engineer - Mobile Shopping, Builder Acceleration	1
Software Development Engineer - Prime Video Linear, Prime Video	1
Software Development Engineer - Shopping Personalization AI, Amazon Stores	1
Software Development Engineer - Test II, Alexa Endpoint Experiences	1
Software Development Engineer -Control Plane, AWS Scalable Intent Driven Routing (SIDR)	1
Software Development Engineer -I, IESP Merchant Tech	1
Software Development Engineer 2, Prime Video Personalization and Discovery	1
Software Development Engineer Apprentice - Military Veterans	1
Software Development Engineer I – AI/ML Network Infrastructure, Annapurna Labs	1
Software Development Engineer I, Amazon Payments	1
Software Development Engineer I, ML Infra Services, Annapurna Labs	1
Software Development Engineer II (ML), CMT	1
Software Development Engineer II (UM), Bespoke Solutions	1
Software Development Engineer II , Risk and Compliance Solutions (RCS)	1
Software Development Engineer II - AWS Networking Applications, SIDR	1
Software Development Engineer II - Amazon MSK, Managed Streaming Kafka (MSK), MSK Hoover	1
Software Development Engineer II - Amazon Robotics, Autonomous Mobility, Motion	1
Software Development Engineer II - Threat Intelligence Systems, ACTI Engineering	1
Software Development Engineer II Robotics , SWAT	1
Software Development Engineer II — AWS DMS Schema Conversion Team, DMS Schema Conversion	1
Software Development Engineer II, AVMS	1
Software Development Engineer II, AWS Compliance & Security Assurance, Denied Party Screening, Denied Party Screening	1
Software Development Engineer II, AWS Compute Optimizer	1
Software Development Engineer II, AWS Config	1
Software Development Engineer II, AWS DynamoDB	1
Software Development Engineer II, AWS DynamoDB Storage Plane	1
Software Development Engineer II, AWS EBS Backup Snapshot & Edge	1
Software Development Engineer II, AWS ECS	1
Software Development Engineer II, AWS Edge Connectivity Services	1
Software Development Engineer II, AWS Fintech	1
Software Development Engineer II, AWS Firmware Builder Services	1
Software Development Engineer II, AWS Healthcare AI	1
Software Development Engineer II, AWS Kumo Wolfpack	1
Software Development Engineer II, AWS Managed Services	1
Software Development Engineer II, AWS Security	1
Software Development Engineer II, AWS Supply Chain, AWS, Infra Supply Chain Automation	1
Software Development Engineer II, AWS Transform, AWS Transform	1
Software Development Engineer II, AWS Vulnerability Management	1
Software Development Engineer II, AWS WorkSpaces, AWS WorkSpaces Control Plane Backend	1
Software Development Engineer II, Ads AI Core Infra	1
Software Development Engineer II, Ads Marketing Effectiveness & Intelligence	1
Software Development Engineer II, Advertiser Growth Engine	1
Software Development Engineer II, Affordability (Exchange)	1
Software Development Engineer II, Agentic WorkSpaces Client	1
Software Development Engineer II, Alexa Connect Kit, Alexa Smart Home	1
Software Development Engineer II, Alexa Endpoint Experiences, Alexa Devices	1
Software Development Engineer II, Alexa Multimodal Initiatives, Alexa Devices	1
Software Development Engineer II, Amazon External Payments	1
Software Development Engineer II, Amazon Industrial Robotics	1
Software Development Engineer II, Amazon Leo Commerce	1
Software Development Engineer II, Amazon Leo Commerce, Amazon Leo Commerce	1
Software Development Engineer II, Amazon Leo Fulfillment Technology	1
Software Development Engineer II, Amazon Music	1
Software Development Engineer II, Amazon Music Search	1
Software Development Engineer II, Amazon Now (Tez)	1
Software Development Engineer II, Amazon Pay Credit and Lending	1
Software Development Engineer II, Amazon Payments	1
Software Development Engineer II, Amazon Photos Artifact Generation	1
Software Development Engineer II, Amazon Prime Video	1
Software Development Engineer II, Amazon Robotics	1
Software Development Engineer II, Amazon Robotics - Manipulation	1
Software Development Engineer II, Amazon Software Builder Experience (ASBX)	1
Software Development Engineer II, Analytics ADC	1
Software Development Engineer II, Applied Automation Controls/Embedded Software	1
Software Development Engineer II, Aurora Control Plane Developer Experience	1
Software Development Engineer II, Aurora Open Source Engines	1
Software Development Engineer II, Campaign Management	1
Software Development Engineer II, CloudFront	1
Software Development Engineer II, CloudWatch Collectors	1
Software Development Engineer II, Customer Experience Infrastructure (CXI)	1
